Source;Target;Type;Weight
AGR_Audience257-BIS_020;AGR_Audience257-BIS_024;Undirected;0.071
AGR_Audience257-BIS_020;AGR_Audience257-BIS_025;Undirected;0.066
AGR_Audience257-BIS_020;AGR_Audience257-BIS_026;Undirected;0.054
AGR_Audience257-BIS_020;AGR_Audience257-BIS_027;Undirected;0.162
AGR_Audience257-BIS_020;AGR_Audience257-BIS_028;Undirected;0.095
AGR_Audience257-BIS_020;AGR_Audience1398-6_001;Undirected;0.04
AGR_Audience257-BIS_021;AGR_Audience257-BIS_022;Undirected;0.055
AGR_Audience257-BIS_021;AGR_Audience257-BIS_023;Undirected;0.101
AGR_Audience257-BIS_021;AGR_Audience257-BIS_024;Undirected;0.112
AGR_Audience257-BIS_021;AGR_Audience257-BIS_025;Undirected;0.082
AGR_Audience257-BIS_021;AGR_Audience257-BIS_026;Undirected;0.098
AGR_Audience257-BIS_021;AGR_Audience257-BIS_027;Undirected;0.211
AGR_Audience257-BIS_021;AGR_Audience257-BIS_028;Undirected;0.246
AGR_Audience257-BIS_021;AGR_Audience1398-6_001;Undirected;0.04
AGR_Audience257-BIS_022;AGR_Audience257-BIS_023;Undirected;0.084
AGR_Audience257-BIS_022;AGR_Audience257-BIS_024;Undirected;0.033
AGR_Audience257-BIS_022;AGR_Audience257-BIS_025;Undirected;0.054
AGR_Audience257-BIS_022;AGR_Audience257-BIS_026;Undirected;0.084
AGR_Audience257-BIS_022;AGR_Audience257-BIS_027;Undirected;0.074
AGR_Audience257-BIS_022;AGR_Audience257-BIS_028;Undirected;0.092
AGR_Audience257-BIS_022;AGR_Audience1398-6_001;Undirected;0.009
AGR_Audience257-BIS_023;AGR_Audience257-BIS_024;Undirected;0.112
AGR_Audience257-BIS_023;AGR_Audience257-BIS_025;Undirected;0.05
AGR_Audience257-BIS_023;AGR_Audience257-BIS_026;Undirected;0.071
AGR_Audience257-BIS_023;AGR_Audience257-BIS_027;Undirected;0.128
AGR_Audience257-BIS_023;AGR_Audience257-BIS_028;Undirected;0.116
AGR_Audience257-BIS_023;AGR_Audience1398-6_001;Undirected;0.011
AGR_Audience257-BIS_024;AGR_Audience257-BIS_025;Undirected;0.125
AGR_Audience257-BIS_024;AGR_Audience257-BIS_026;Undirected;0.057
AGR_Audience257-BIS_024;AGR_Audience257-BIS_027;Undirected;0.141
AGR_Audience257-BIS_024;AGR_Audience257-BIS_028;Undirected;0.181
AGR_Audience257-BIS_024;AGR_Audience1398-6_001;Undirected;0.07
AGR_Audience257-BIS_025;AGR_Audience257-BIS_026;Undirected;0.071
AGR_Audience257-BIS_025;AGR_Audience257-BIS_027;Undirected;0.047
AGR_Audience257-BIS_025;AGR_Audience257-BIS_028;Undirected;0.075
AGR_Audience257-BIS_025;AGR_Audience1398-6_001;Undirected;0.033
AGR_Audience257-BIS_026;AGR_Audience257-BIS_027;Undirected;0.077
AGR_Audience257-BIS_026;AGR_Audience257-BIS_028;Undirected;0.109
AGR_Audience257-BIS_026;AGR_Audience1398-6_001;Undirected;0.054
AGR_Audience257-BIS_027;AGR_Audience257-BIS_028;Undirected;0.295
AGR_Audience257-BIS_027;AGR_Audience1398-6_001;Undirected;0.045
AGR_Audience257-BIS_028;AGR_Audience1398-6_001;Undirected;0.047
